sentid	condition	contextid	pairid	comparison	lemma	sentence	ROI
1008	obj_rel_across_anim	1008	504	unexpected	placeholder	die Direktoren  die die Köche mögen  ist groß	8
1009	obj_rel_across_anim	1009	505	expected	placeholder	die Bauern  die die Köche mögen  schwimmen	7
1010	obj_rel_across_anim	1010	505	unexpected	placeholder	die Bauern  die die Köche mögen  schwimmt	7
1011	obj_rel_across_anim	1011	506	expected	placeholder	die Bauern  die die Köche mögen  lachen	7
1012	obj_rel_across_anim	1012	506	unexpected	placeholder	die Bauern  die die Köche mögen  lacht	7
1013	obj_rel_across_anim	1013	507	expected	placeholder	die Bauern  die die Köche mögen  sprechen	7
1014	obj_rel_across_anim	1014	507	unexpected	placeholder	die Bauern  die die Köche mögen  spricht	7
1015	obj_rel_across_anim	1015	508	expected	placeholder	die Bauern  die die Köche mögen  sind alt	8
1016	obj_rel_across_anim	1016	508	unexpected	placeholder	die Bauern  die die Köche mögen  ist alt	8
1017	obj_rel_across_anim	1017	509	expected	placeholder	die Bauern  die die Köche mögen  sind klein	8
1018	obj_rel_across_anim	1018	509	unexpected	placeholder	die Bauern  die die Köche mögen  ist klein	8
1019	obj_rel_across_anim	1019	510	expected	placeholder	die Bauern  die die Köche mögen  sind jung	8
1020	obj_rel_across_anim	1020	510	unexpected	placeholder	die Bauern  die die Köche mögen  ist jung	8
1021	obj_rel_across_anim	1021	511	expected	placeholder	die Bauern  die die Köche mögen  sind groß	8
1022	obj_rel_across_anim	1022	511	unexpected	placeholder	die Bauern  die die Köche mögen  ist groß	8
1023	obj_rel_across_anim	1023	512	expected	placeholder	die Chirurgen  die die Köche mögen  schwimmen	7
1024	obj_rel_across_anim	1024	512	unexpected	placeholder	die Chirurgen  die die Köche mögen  schwimmt	7
1025	obj_rel_across_anim	1025	513	expected	placeholder	die Chirurgen  die die Köche mögen  lachen	7
1026	obj_rel_across_anim	1026	513	unexpected	placeholder	die Chirurgen  die die Köche mögen  lacht	7
1027	obj_rel_across_anim	1027	514	expected	placeholder	die Chirurgen  die die Köche mögen  sprechen	7
1028	obj_rel_across_anim	1028	514	unexpected	placeholder	die Chirurgen  die die Köche mögen  spricht	7
1029	obj_rel_across_anim	1029	515	expected	placeholder	die Chirurgen  die die Köche mögen  sind alt	8
1030	obj_rel_across_anim	1030	515	unexpected	placeholder	die Chirurgen  die die Köche mögen  ist alt	8
1031	obj_rel_across_anim	1031	516	expected	placeholder	die Chirurgen  die die Köche mögen  sind klein	8
1032	obj_rel_across_anim	1032	516	unexpected	placeholder	die Chirurgen  die die Köche mögen  ist klein	8
1033	obj_rel_across_anim	1033	517	expected	placeholder	die Chirurgen  die die Köche mögen  sind jung	8
1034	obj_rel_across_anim	1034	517	unexpected	placeholder	die Chirurgen  die die Köche mögen  ist jung	8
1035	obj_rel_across_anim	1035	518	expected	placeholder	die Chirurgen  die die Köche mögen  sind groß	8
1036	obj_rel_across_anim	1036	518	unexpected	placeholder	die Chirurgen  die die Köche mögen  ist groß	8
1037	obj_rel_across_anim	1037	519	expected	placeholder	die Senatoren  die die Köche mögen  schwimmen	7
1038	obj_rel_across_anim	1038	519	unexpected	placeholder	die Senatoren  die die Köche mögen  schwimmt	7
1039	obj_rel_across_anim	1039	520	expected	placeholder	die Senatoren  die die Köche mögen  lachen	7
1040	obj_rel_across_anim	1040	520	unexpected	placeholder	die Senatoren  die die Köche mögen  lacht	7
1041	obj_rel_across_anim	1041	521	expected	placeholder	die Senatoren  die die Köche mögen  sprechen	7
1042	obj_rel_across_anim	1042	521	unexpected	placeholder	die Senatoren  die die Köche mögen  spricht	7
1043	obj_rel_across_anim	1043	522	expected	placeholder	die Senatoren  die die Köche mögen  sind alt	8
1044	obj_rel_across_anim	1044	522	unexpected	placeholder	die Senatoren  die die Köche mögen  ist alt	8
1045	obj_rel_across_anim	1045	523	expected	placeholder	die Senatoren  die die Köche mögen  sind klein	8
1046	obj_rel_across_anim	1046	523	unexpected	placeholder	die Senatoren  die die Köche mögen  ist klein	8
1047	obj_rel_across_anim	1047	524	expected	placeholder	die Senatoren  die die Köche mögen  sind jung	8
1048	obj_rel_across_anim	1048	524	unexpected	placeholder	die Senatoren  die die Köche mögen  ist jung	8
1049	obj_rel_across_anim	1049	525	expected	placeholder	die Senatoren  die die Köche mögen  sind groß	8
1050	obj_rel_across_anim	1050	525	unexpected	placeholder	die Senatoren  die die Köche mögen  ist groß	8
1051	obj_rel_across_anim	1051	526	expected	placeholder	die Lehrer  die die Köche mögen  schwimmen	7
1052	obj_rel_across_anim	1052	526	unexpected	placeholder	die Lehrer  die die Köche mögen  schwimmt	7
1053	obj_rel_across_anim	1053	527	expected	placeholder	die Lehrer  die die Köche mögen  lachen	7
1054	obj_rel_across_anim	1054	527	unexpected	placeholder	die Lehrer  die die Köche mögen  lacht	7
1055	obj_rel_across_anim	1055	528	expected	placeholder	die Lehrer  die die Köche mögen  sprechen	7
1056	obj_rel_across_anim	1056	528	unexpected	placeholder	die Lehrer  die die Köche mögen  spricht	7
1057	obj_rel_across_anim	1057	529	expected	placeholder	die Lehrer  die die Köche mögen  sind alt	8
1058	obj_rel_across_anim	1058	529	unexpected	placeholder	die Lehrer  die die Köche mögen  ist alt	8
1059	obj_rel_across_anim	1059	530	expected	placeholder	die Lehrer  die die Köche mögen  sind klein	8
1060	obj_rel_across_anim	1060	530	unexpected	placeholder	die Lehrer  die die Köche mögen  ist klein	8
1061	obj_rel_across_anim	1061	531	expected	placeholder	die Lehrer  die die Köche mögen  sind jung	8
1062	obj_rel_across_anim	1062	531	unexpected	placeholder	die Lehrer  die die Köche mögen  ist jung	8
1063	obj_rel_across_anim	1063	532	expected	placeholder	die Lehrer  die die Köche mögen  sind groß	8
1064	obj_rel_across_anim	1064	532	unexpected	placeholder	die Lehrer  die die Köche mögen  ist groß	8
1065	obj_rel_across_anim	1065	533	expected	placeholder	die Kunden  die die Köche mögen  schwimmen	7
1066	obj_rel_across_anim	1066	533	unexpected	placeholder	die Kunden  die die Köche mögen  schwimmt	7
1067	obj_rel_across_anim	1067	534	expected	placeholder	die Kunden  die die Köche mögen  lachen	7
1068	obj_rel_across_anim	1068	534	unexpected	placeholder	die Kunden  die die Köche mögen  lacht	7
1069	obj_rel_across_anim	1069	535	expected	placeholder	die Kunden  die die Köche mögen  sprechen	7
1070	obj_rel_across_anim	1070	535	unexpected	placeholder	die Kunden  die die Köche mögen  spricht	7
1071	obj_rel_across_anim	1071	536	expected	placeholder	die Kunden  die die Köche mögen  sind alt	8
1072	obj_rel_across_anim	1072	536	unexpected	placeholder	die Kunden  die die Köche mögen  ist alt	8
1073	obj_rel_across_anim	1073	537	expected	placeholder	die Kunden  die die Köche mögen  sind klein	8
1074	obj_rel_across_anim	1074	537	unexpected	placeholder	die Kunden  die die Köche mögen  ist klein	8
1075	obj_rel_across_anim	1075	538	expected	placeholder	die Kunden  die die Köche mögen  sind jung	8
1076	obj_rel_across_anim	1076	538	unexpected	placeholder	die Kunden  die die Köche mögen  ist jung	8
1077	obj_rel_across_anim	1077	539	expected	placeholder	die Kunden  die die Köche mögen  sind groß	8
1078	obj_rel_across_anim	1078	539	unexpected	placeholder	die Kunden  die die Köche mögen  ist groß	8
1079	obj_rel_across_anim	1079	540	expected	placeholder	die Polizisten  die die Köche mögen  schwimmen	7
1080	obj_rel_across_anim	1080	540	unexpected	placeholder	die Polizisten  die die Köche mögen  schwimmt	7
1081	obj_rel_across_anim	1081	541	expected	placeholder	die Polizisten  die die Köche mögen  lachen	7
1082	obj_rel_across_anim	1082	541	unexpected	placeholder	die Polizisten  die die Köche mögen  lacht	7
1083	obj_rel_across_anim	1083	542	expected	placeholder	die Polizisten  die die Köche mögen  sprechen	7
1084	obj_rel_across_anim	1084	542	unexpected	placeholder	die Polizisten  die die Köche mögen  spricht	7
1085	obj_rel_across_anim	1085	543	expected	placeholder	die Polizisten  die die Köche mögen  sind alt	8
1086	obj_rel_across_anim	1086	543	unexpected	placeholder	die Polizisten  die die Köche mögen  ist alt	8
1087	obj_rel_across_anim	1087	544	expected	placeholder	die Polizisten  die die Köche mögen  sind klein	8
1088	obj_rel_across_anim	1088	544	unexpected	placeholder	die Polizisten  die die Köche mögen  ist klein	8
1089	obj_rel_across_anim	1089	545	expected	placeholder	die Polizisten  die die Köche mögen  sind jung	8
1090	obj_rel_across_anim	1090	545	unexpected	placeholder	die Polizisten  die die Köche mögen  ist jung	8
1091	obj_rel_across_anim	1091	546	expected	placeholder	die Polizisten  die die Köche mögen  sind groß	8
1092	obj_rel_across_anim	1092	546	unexpected	placeholder	die Polizisten  die die Köche mögen  ist groß	8
1093	obj_rel_across_anim	1093	547	expected	placeholder	die Piloten  die die Köche mögen  schwimmen	7
1094	obj_rel_across_anim	1094	547	unexpected	placeholder	die Piloten  die die Köche mögen  schwimmt	7
1095	obj_rel_across_anim	1095	548	expected	placeholder	die Piloten  die die Köche mögen  lachen	7
1096	obj_rel_across_anim	1096	548	unexpected	placeholder	die Piloten  die die Köche mögen  lacht	7
1097	obj_rel_across_anim	1097	549	expected	placeholder	die Piloten  die die Köche mögen  sprechen	7
1098	obj_rel_across_anim	1098	549	unexpected	placeholder	die Piloten  die die Köche mögen  spricht	7
1099	obj_rel_across_anim	1099	550	expected	placeholder	die Piloten  die die Köche mögen  sind alt	8
1100	obj_rel_across_anim	1100	550	unexpected	placeholder	die Piloten  die die Köche mögen  ist alt	8
1101	obj_rel_across_anim	1101	551	expected	placeholder	die Piloten  die die Köche mögen  sind klein	8
1102	obj_rel_across_anim	1102	551	unexpected	placeholder	die Piloten  die die Köche mögen  ist klein	8
1103	obj_rel_across_anim	1103	552	expected	placeholder	die Piloten  die die Köche mögen  sind jung	8
1104	obj_rel_across_anim	1104	552	unexpected	placeholder	die Piloten  die die Köche mögen  ist jung	8
1105	obj_rel_across_anim	1105	553	expected	placeholder	die Piloten  die die Köche mögen  sind groß	8
1106	obj_rel_across_anim	1106	553	unexpected	placeholder	die Piloten  die die Köche mögen  ist groß	8
1107	obj_rel_across_anim	1107	554	expected	placeholder	die Berater  die die Köche mögen  schwimmen	7
1108	obj_rel_across_anim	1108	554	unexpected	placeholder	die Berater  die die Köche mögen  schwimmt	7
1109	obj_rel_across_anim	1109	555	expected	placeholder	die Berater  die die Köche mögen  lachen	7
1110	obj_rel_across_anim	1110	555	unexpected	placeholder	die Berater  die die Köche mögen  lacht	7
1111	obj_rel_across_anim	1111	556	expected	placeholder	die Berater  die die Köche mögen  sprechen	7
1112	obj_rel_across_anim	1112	556	unexpected	placeholder	die Berater  die die Köche mögen  spricht	7
1113	obj_rel_across_anim	1113	557	expected	placeholder	die Berater  die die Köche mögen  sind alt	8
1114	obj_rel_across_anim	1114	557	unexpected	placeholder	die Berater  die die Köche mögen  ist alt	8
1115	obj_rel_across_anim	1115	558	expected	placeholder	die Berater  die die Köche mögen  sind klein	8
1116	obj_rel_across_anim	1116	558	unexpected	placeholder	die Berater  die die Köche mögen  ist klein	8
1117	obj_rel_across_anim	1117	559	expected	placeholder	die Berater  die die Köche mögen  sind jung	8
1118	obj_rel_across_anim	1118	559	unexpected	placeholder	die Berater  die die Köche mögen  ist jung	8
1119	obj_rel_across_anim	1119	560	expected	placeholder	die Berater  die die Köche mögen  sind groß	8
1120	obj_rel_across_anim	1120	560	unexpected	placeholder	die Berater  die die Köche mögen  ist groß	8
1121	obj_rel_across_anim	1121	561	expected	placeholder	die Schriftsteller  die die Brüder mögen  schwimmen	7
1122	obj_rel_across_anim	1122	561	unexpected	placeholder	die Schriftsteller  die die Brüder mögen  schwimmt	7
1123	obj_rel_across_anim	1123	562	expected	placeholder	die Schriftsteller  die die Brüder mögen  lachen	7
1124	obj_rel_across_anim	1124	562	unexpected	placeholder	die Schriftsteller  die die Brüder mögen  lacht	7
1125	obj_rel_across_anim	1125	563	expected	placeholder	die Schriftsteller  die die Brüder mögen  sprechen	7
1126	obj_rel_across_anim	1126	563	unexpected	placeholder	die Schriftsteller  die die Brüder mögen  spricht	7
1127	obj_rel_across_anim	1127	564	expected	placeholder	die Schriftsteller  die die Brüder mögen  sind alt	8
1128	obj_rel_across_anim	1128	564	unexpected	placeholder	die Schriftsteller  die die Brüder mögen  ist alt	8
1129	obj_rel_across_anim	1129	565	expected	placeholder	die Schriftsteller  die die Brüder mögen  sind klein	8
1130	obj_rel_across_anim	1130	565	unexpected	placeholder	die Schriftsteller  die die Brüder mögen  ist klein	8
1131	obj_rel_across_anim	1131	566	expected	placeholder	die Schriftsteller  die die Brüder mögen  sind jung	8
1132	obj_rel_across_anim	1132	566	unexpected	placeholder	die Schriftsteller  die die Brüder mögen  ist jung	8
1133	obj_rel_across_anim	1133	567	expected	placeholder	die Schriftsteller  die die Brüder mögen  sind groß	8
1134	obj_rel_across_anim	1134	567	unexpected	placeholder	die Schriftsteller  die die Brüder mögen  ist groß	8
1135	obj_rel_across_anim	1135	568	expected	placeholder	die Direktoren  die die Brüder mögen  schwimmen	7
1136	obj_rel_across_anim	1136	568	unexpected	placeholder	die Direktoren  die die Brüder mögen  schwimmt	7
1137	obj_rel_across_anim	1137	569	expected	placeholder	die Direktoren  die die Brüder mögen  lachen	7
1138	obj_rel_across_anim	1138	569	unexpected	placeholder	die Direktoren  die die Brüder mögen  lacht	7
1139	obj_rel_across_anim	1139	570	expected	placeholder	die Direktoren  die die Brüder mögen  sprechen	7
1140	obj_rel_across_anim	1140	570	unexpected	placeholder	die Direktoren  die die Brüder mögen  spricht	7
1141	obj_rel_across_anim	1141	571	expected	placeholder	die Direktoren  die die Brüder mögen  sind alt	8
1142	obj_rel_across_anim	1142	571	unexpected	placeholder	die Direktoren  die die Brüder mögen  ist alt	8
1143	obj_rel_across_anim	1143	572	expected	placeholder	die Direktoren  die die Brüder mögen  sind klein	8
1144	obj_rel_across_anim	1144	572	unexpected	placeholder	die Direktoren  die die Brüder mögen  ist klein	8
1145	obj_rel_across_anim	1145	573	expected	placeholder	die Direktoren  die die Brüder mögen  sind jung	8
1146	obj_rel_across_anim	1146	573	unexpected	placeholder	die Direktoren  die die Brüder mögen  ist jung	8
1147	obj_rel_across_anim	1147	574	expected	placeholder	die Direktoren  die die Brüder mögen  sind groß	8
1148	obj_rel_across_anim	1148	574	unexpected	placeholder	die Direktoren  die die Brüder mögen  ist groß	8
1149	obj_rel_across_anim	1149	575	expected	placeholder	die Bauern  die die Brüder mögen  schwimmen	7
1150	obj_rel_across_anim	1150	575	unexpected	placeholder	die Bauern  die die Brüder mögen  schwimmt	7
1151	obj_rel_across_anim	1151	576	expected	placeholder	die Bauern  die die Brüder mögen  lachen	7
1152	obj_rel_across_anim	1152	576	unexpected	placeholder	die Bauern  die die Brüder mögen  lacht	7
1153	obj_rel_across_anim	1153	577	expected	placeholder	die Bauern  die die Brüder mögen  sprechen	7
1154	obj_rel_across_anim	1154	577	unexpected	placeholder	die Bauern  die die Brüder mögen  spricht	7
1155	obj_rel_across_anim	1155	578	expected	placeholder	die Bauern  die die Brüder mögen  sind alt	8
1156	obj_rel_across_anim	1156	578	unexpected	placeholder	die Bauern  die die Brüder mögen  ist alt	8
1157	obj_rel_across_anim	1157	579	expected	placeholder	die Bauern  die die Brüder mögen  sind klein	8
1158	obj_rel_across_anim	1158	579	unexpected	placeholder	die Bauern  die die Brüder mögen  ist klein	8
